no,name,price,asset_url,link,store_id,location,store_name,rating
11,Celana Basket Air Jordan Dri-Fit Diamond Shorts Black Original Dx1487-,Rp239.500,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2025/1/15/197f6e51-2a33-4756-b034-e1ebf74bfe46.png.webp?ect=4g,https://www.tokopedia.com/ncrsport/celana-basket-air-jordan-dri-fit-diamond-shorts-black-original-dx1487-1730786768086861567?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,ncrsport,Bandung,Ncr Sport,5.0
12,Sepatu Basket Air Jordan Tatum 2 Legacy Pf White Original,Rp775.600,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2024/11/11/9e6e38bb-a887-4fc5-b478-169833bfe541.png.webp?ect=4g,https://www.tokopedia.com/ncrsport/sepatu-basket-air-jordan-tatum-2-legacy-pf-white-original-10-5-44-5-c672f?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,ncrsport,Bandung,Ncr Sport,4.8
13,Sepatu basket Air Jordan 4RM Iron Grey FQ7939-002,Rp1.099.500,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/11/28/4472b2dc-d70d-4da7-b788-b5fa0a17c0fe.jpg.webp?ect=4g,https://www.tokopedia.com/overtimebasketballstore/sepatu-basket-air-jordan-4rm-iron-grey-fq7939-002?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,overtimebasketballstore,Jakarta Pusat,Overtime Basketball Store,5.0
14,Air Jordan 4 RM Iron Grey FQ7939-002,Rp1.099.500,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/10/14/df0f2fb1-5805-47f1-922b-e5928ad7e566.jpg.webp?ect=4g,https://www.tokopedia.com/kresnacourt/air-jordan-4-rm-iron-grey-fq7939-002?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,kresnacourt,Kab. Sleman,KRESNA COURT,5.0
15,"Sepatu Basket Wanita Air Jordan 1 Low SE ""Velvet Black Toe"" FZ3242-001",Rp1.551.200,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2025/1/17/573f5965-e40c-4625-ba12-63e2b9d60e16.jpg.webp?ect=4g,https://www.tokopedia.com/hoopsindonesia/sepatu-basket-wanita-air-jordan-1-low-se-velvet-black-toe-fz3242-001-1730793620986234830?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,hoopsindonesia,Bandung,Hoops Indonesia,5.0
16,Sepatu Sneakers Original Nike Air Jordan 1 High D*Or Grey White BNIB,Rp900.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/12/23/f7f70a74-f294-4850-b050-7d50e9763b05.jpg.webp?ect=4g,https://www.tokopedia.com/luckone-sneakers/sepatu-sneakers-original-nike-air-jordan-1-high-d-or-grey-white-bnib-45-f7a1a?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,luckone-sneakers,Jakarta Selatan,LUCKONE SNEAKERS,5.0
17,Air Jordan 1 Retro Low OG Black Toe Authentic,Rp2.369.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/2/958d1d4c-cf04-4ee1-9ac9-df0876075378.jpg.webp?ect=4g,https://www.tokopedia.com/trueogkicks/air-jordan-1-retro-low-og-black-toe-authentic-gs-36-5-7d813?extParam=ivf%3Dtrue%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,trueogkicks,Kab. Tangerang,True OG Kicks,5.0
18,Sepatu sneaker Wmns NIKE Air Jordan 1 Low Pink Oxford DC0774-162,Rp1.383.200,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/10/22/bc154b47-301f-4672-af09-1f57f329ce85.jpg.webp?ect=4g,https://www.tokopedia.com/overtimebasketballstore/sepatu-sneaker-wmns-nike-air-jordan-1-low-pink-oxford-dc0774-162?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,overtimebasketballstore,Jakarta Pusat,Overtime Basketball Store,5.0
19,Nike Air Jordan 1 Low Bred Toe 100% Original,Rp1.579.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/10/df24441a-a33a-4e50-9a91-96cbaa520f2d.jpg.webp?ect=4g,https://www.tokopedia.com/trueogkicks/nike-air-jordan-1-low-bred-toe-100-original-gs-36-5-8a947?extParam=ivf%3Dtrue%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,trueogkicks,Kab. Tangerang,True OG Kicks,5.0
20,Sepatu Basket Wanita Air Jordan 1 Low Strawberry Milk DC0774-162,Rp864.900,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/10/14/33f5e877-708c-4000-a7f9-cbea40e5ad24.jpg.webp?ect=4g,https://www.tokopedia.com/homecourtofficial/sepatu-basket-wanita-air-jordan-1-low-strawberry-milk-dc0774-162?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,homecourtofficial,Bandung,Home Court Official,4.8
21,sepatu air jordan 1 high kualitas premium original,Rp168.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/3/29/c52be5b9-0e8b-4c7b-b4a8-591bf283316c.jpg.webp?ect=4g,https://www.tokopedia.com/bogorsneakers/sepatu-air-jordan-1-high-kualitas-premium-original-a8-38?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,bogorsneakers,Jakarta Selatan,bogorsneakers,4.6
22,Air Jordan 1 Retro High OG Lost and Found,Rp4.099.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/11/10/33a9fead-9738-44bf-9031-0d8cd8e8af25.jpg.webp?ect=4g,https://www.tokopedia.com/variantid-1/air-jordan-1-retro-high-og-lost-and-found-5y-7y?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,variantid-1,Jakarta Utara,Variant.ID,5.0
23,SANDAL CASUAL AIR JORDAN ORIGINAL BREAK SLIDES BLACK WHITE AR6374-016,Rp249.500,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2024/11/23/a84b722e-c88b-484e-80ab-171b66a6771d.png.webp?ect=4g,https://www.tokopedia.com/ncrsport/sandal-casual-air-jordan-original-break-slides-black-white-ar6374-016-12-46-b77fb?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,ncrsport,Bandung,Ncr Sport,4.9
24,Air Jordan 1 Low OG Shadow Authentic,Rp2.949.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/23/415fa481-98aa-4cf1-b02f-113945c30fca.jpg.webp?ect=4g,https://www.tokopedia.com/trueogkicks/air-jordan-1-low-og-shadow-authentic-44-cf301?extParam=ivf%3Dtrue%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,trueogkicks,Kab. Tangerang,True OG Kicks,5.0
25,Casing iPhone Air Jordan 7+ 8+ X/Xs Xr XsMax 11 12 13 14 15 Pro/ProMax,Rp112.500,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/28/148f898a-e0e7-45a4-8576-2146bd68d10a.jpg.webp?ect=4g,https://www.tokopedia.com/ishield-case/casing-iphone-air-jordan-7-8-x-xs-xr-xsmax-11-12-13-14-15-pro-promax-hitam-15-pro-promax-80d9d?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,ishield-case,Jakarta Utara,iShield Case,4.7
26,AIR JORDAN DUFFLE BAG BLACK LOGO GOLD,Rp300.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/30/4d611421-e0cf-4a6c-bc18-8eec2709c2ce.jpg.webp?ect=4g,https://www.tokopedia.com/warriorsofficialstore/air-jordan-duffle-bag-black-logo-gold?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,warriorsofficialstore,Jakarta Selatan,WARRIORS OFFICIAL STORE,5.0
27,Sepatu Basket Air Jordan Aj 38 Low Pf Gamma Blue Original,Rp1.179.600,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2024/10/28/5047590f-64d5-47b3-8e4d-b655179d6693.png.webp?ect=4g,https://www.tokopedia.com/ncrsport/sepatu-basket-air-jordan-aj-38-low-pf-gamma-blue-original-12-46-a629d?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,ncrsport,Bandung,Ncr Sport,4.8
28,Air Jordan 4RM x Nigel Sylvester 'Driveway Grey' HF4334-004 Mens,Rp1.104.150,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2025/2/6/be2e0164-16cc-44c0-a384-87876eca7b23.png.webp?ect=4g,https://www.tokopedia.com/2trustedoff/air-jordan-4rm-x-nigel-sylvester-driveway-grey-hf4334-004-mens-1730838425216321291?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,2trustedoff,Kab. Bandung,2trusted Official Bandung,4.5
29,Off White Air Force 1 Mid Black ( not Yeezy Jordan Dunk ) - 100% Authentic Original Guaranteed,Rp4.390.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/6/24/2f32d490-ff83-4960-99dd-60920b259ff1.jpg.webp?ect=4g,https://www.tokopedia.com/hotsauceid/off-white-air-force-1-mid-black-not-yeezy-jordan-dunk-100-authentic-original-guaranteed-size-lain-4baeb?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,hotsauceid,Jakarta Barat,HotSauceSneakers,5.0
30,AIR JORDAN 1 LEGACY 312 TORO,Rp4.500.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/26/98c6570c-d4c4-442e-9e2c-e8e13c31b8b1.jpg.webp?ect=4g,https://www.tokopedia.com/badassmonkeyid/air-jordan-1-legacy-312-toro-9-3b0ba?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,badassmonkeyid,Jakarta Selatan,Badass Monkey Indonesia,5.0
31,Airpods Case 1 2 3 Pro Nike Air Jordan One Chicago High Blue Jordan,Rp90.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/2/15/0313d043-afe2-4d5d-b011-b8f760006dd8.jpg.webp?ect=4g,https://www.tokopedia.com/airpodscaseindo/airpods-case-1-2-3-pro-nike-air-jordan-one-chicago-high-blue-jordan-biru-airpods-1-2?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,airpodscaseindo,Jakarta Pusat,Airpodscaseindo,4.8
32,Air Jordan 1 Retro Low OG ZION WILLIAMSON VooDoo (100% BNIB),Rp569.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2025/4/19/d5674267-24fb-4249-9e2d-57c9445a8ffe.jpg.webp?ect=4g,https://www.tokopedia.com/sneakerspedia19/air-jordan-1-retro-low-og-zion-williamson-voodoo-100-bnib-1731201618432591449?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,sneakerspedia19,Bandung,Sneakerspedia19,5.0
33,Sepatu Original Air Jordan 1 Low Fragment x Traviss Scott Blue BNIB,Rp850.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/14/52e43ed0-891a-4c54-88ff-78a4037c2927.jpg.webp?ect=4g,https://www.tokopedia.com/luckone-sneakers/sepatu-original-air-jordan-1-low-fragment-x-traviss-scott-blue-bnib-44-e6643?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,luckone-sneakers,Jakarta Selatan,LUCKONE SNEAKERS,5.0
34,NIKE AIR JORDAN 1 LOW OG MOCHA,Rp2.250.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/27/a6077500-4fba-4ba3-9c55-53ba1cb03264.jpg.webp?ect=4g,https://www.tokopedia.com/walksneak/nike-air-jordan-1-low-og-mocha-7y-40-5f9ea?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,walksneak,Jakarta Pusat,Walksneak,5.0
35,Sepatu Basket Air Jordan Zion 3 Pf Pressure Pear Original,Rp879.600,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2024/10/18/ee3b7abc-3e23-487d-994c-c1ea5f20528b.png.webp?ect=4g,https://www.tokopedia.com/ncrsport/sepatu-basket-air-jordan-zion-3-pf-pressure-pear-original-7-40-2f368?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,ncrsport,Bandung,Ncr Sport,5.0
36,Sepatu Basket Wanita Air Jordan 3 Retro Women's Black Gold CK9246-067,Rp866.700,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/31/cb360323-f65e-4cab-875f-0ff511ab8b07.jpg.webp?ect=4g,https://www.tokopedia.com/allstarbasketball/sepatu-basket-wanita-air-jordan-3-retro-women-s-black-gold-ck9246-067?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,allstarbasketball,Jakarta Barat,ALLSTAR BASKETBALL FACTORY OUTLET,5.0
37,Baju kaos air jordan shirt distro Pria Dewasa Lengan Pendek Katun,Rp61.750,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/13/fb04f13e-febb-4bb8-8200-3126680452e5.jpg.webp?ect=4g,https://www.tokopedia.com/yuliadarmawati01/baju-kaos-air-jordan-shirt-distro-pria-dewasa-lengan-pendek-katun-var-05-l-015ec?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,yuliadarmawati01,Bandung,Yuli_Colection,4.9
38,Air Jordan 1 Low Midnight Navy Authentic,Rp2.269.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/26/b11f76a7-2e64-42be-8c17-225c395fedbe.jpg.webp?ect=4g,https://www.tokopedia.com/trueogkicks/air-jordan-1-low-midnight-navy-authentic-m-10-5-eu44-5-18b01?extParam=ivf%3Dtrue%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,trueogkicks,Kab. Tangerang,True OG Kicks,5.0
39,Air Jordan Jumpman Slide Black Gold Original BNIB,Rp479.400,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/11/17/c61e5039-46bf-4835-b64b-37bdcd320f18.jpg.webp?ect=4g,https://www.tokopedia.com/speakas/air-jordan-jumpman-slide-black-gold-original-bnib-40-25cm-f632f?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,speakas,Jakarta Barat,SPEAKAS ORIGINAL,5.0
40,Sneakers Nike Air Jordan 1 Low 'White Wolf Grey' Original BNIB,Rp1.049.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/1/23/3b29026a-a48b-4424-8550-5b917216870e.png.webp?ect=4g,https://www.tokopedia.com/itssneakers/sneakers-nike-air-jordan-1-low-white-wolf-grey-original-bnib-38-5dffb?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,itssneakers,Bandung,It's Sneakers,4.9
41,Nike Air Jordan 1 Mid Triple White 100% Original,Rp1.579.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/11/27/9bbcd0ef-d6a7-4896-9815-dd13a1dd1fef.jpg.webp?ect=4g,https://www.tokopedia.com/trueogkicks/nike-air-jordan-1-mid-triple-white-100-original-38?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,trueogkicks,Kab. Tangerang,True OG Kicks,5.0
42,Air Jordan 1 Low Black White Panda 2023 (100% Authentic),Rp2.299.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/12/14/9a857396-ae67-4e74-8780-96a74761978f.jpg.webp?ect=4g,https://www.tokopedia.com/senikersku/air-jordan-1-low-black-white-panda-2023-100-authentic-37-5?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch%26whid%3D14090343,senikersku,Jakarta Selatan,Senikersku,5.0
43,AIR JORDAN 1 HIGH ZOOM AIR CMFT 25 YEARS IN CHINA (W) 100% Authentic,Rp2.199.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/12/6/988a32aa-4290-48ca-b97d-c707d1838286.jpg.webp?ect=4g,https://www.tokopedia.com/dhypeid/air-jordan-1-high-zoom-air-cmft-25-years-in-china-w-100-authentic-36-5?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,dhypeid,Jakarta Utara,DHYPE ID,5.0
44,Baju Basket Air Jordan Jayson Tatum Boston Celtics Statement Edition S,Rp689.500,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2025/2/15/2788a076-b102-4965-a0a1-a23c19c6ae0e.png.webp?ect=4g,https://www.tokopedia.com/ncrsport/baju-basket-air-jordan-jayson-tatum-boston-celtics-statement-edition-s-1730868337794451199?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,ncrsport,Bandung,Ncr Sport,5.0
45,Air Jordan 5 Fire Red Silver Tounge ORIGINAL,Rp1.995.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/4/55bec0a5-4030-4791-ace1-21bad5e04d84.jpg.webp?ect=4g,https://www.tokopedia.com/badassical/air-jordan-5-fire-red-silver-tounge-original-42-07ee9?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,badassical,Jakarta Pusat,TheCartelSupply,5.0
46,ORIGINAL AIR JORDAN WAIST BAG WAISTBAG TAS PINGGANG CROSS BODY,Rp1.200.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/26/5daf36d0-cc1d-4a97-b2bd-6b94e1688f1a.jpg.webp?ect=4g,https://www.tokopedia.com/zia-gemstone/original-air-jordan-waist-bag-waistbag-tas-pinggang-cross-body?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,zia-gemstone,Jakarta Timur,Zia-gemstone,5.0
47,Air Jordan 1 Low Shadow Brown Mocha Authentic,Rp1.999.000,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/12/091caf8b-22db-4b8c-9b0f-b1889e075724.png.webp?ect=4g,https://www.tokopedia.com/trueogkicks/air-jordan-1-low-shadow-brown-mocha-authentic-35-5-7bff8?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,trueogkicks,Kab. Tangerang,True OG Kicks,5.0
48,Kaos Kaki Air Jordan AJ dry fit medium cutting,Rp35.000,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2024/7/24/a30be2d4-5071-4af2-ae98-567ca92496e2.jpg.webp?ect=4g,https://www.tokopedia.com/kingmobile/kaos-kaki-air-jordan-aj-dry-fit-medium-cutting-putih-1-pasang?extParam=ivf%3Dfalse%26keyword%3Dair+jordan%26search_id%3D2025043004015604A26D2375B105195VBU%26src%3Dsearch,kingmobile,Jakarta Utara,King Mobile,4.9
